ISO,COD-UID,contributor,error,resource name,file name,pcode headers,name headers
ABW,cod-ab-abw,OCHA Field Information Services Section (FISS),,abw_admbnda_adm0_2020.zip,,ADM0_PCODE,ADM0_EN
AFG,cod-ab-afg,OCHA Field Information Services Section (FISS),Could not find shp or json boundary resource,,,,
AGO,cod-ab-ago,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,ago_adm_gadm_ine_ocha_20180904_SHP.zip,,,
AGO,cod-ab-ago,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,ago_adm_gadm_ine_ocha_20180904_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
AGO,cod-ab-ago,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,ago_adm_gadm_ine_ocha_20180904_SHP.zip,,ADM0_PCODE,ADM0_EN
AGO,cod-ab-ago,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,ago_adm_gadm_ine_ocha_20180904_SHP.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN, ADM3_EN"
AGO,cod-ab-ago,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,ago_admbndl_admALL_gadm_ine_ocha_itos_20180904.zip,,,
AGO,cod-ab-ago,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,ago_admbndp_admALL_gadm_ine_ocha_itos_20180904.zip,,"ADM1_PCODE, ADM3_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM3_EN, ADM1_EN"
AIA,cod-ab-aia,OCHA Field Information Services Section (FISS),,AIA_adm0.zip,,,
ALB,cod-ab-alb,OCHA Field Information Services Section (FISS),,alb_adm_2019b_SHP.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
ALB,cod-ab-alb,OCHA Field Information Services Section (FISS),,alb_adm_2019b_SHP.zip,,"ADM1_PCODE, ADM3_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM3_EN, ADM1_EN"
ALB,cod-ab-alb,OCHA Field Information Services Section (FISS),,alb_adm_2019b_SHP.zip,,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN"
ALB,cod-ab-alb,OCHA Field Information Services Section (FISS),,alb_adm_2019b_SHP.zip,,ADM0_PCODE,ADM0_EN
ARE,cod-ab-are,OCHA Middle East and North Africa (ROMENA),,Admin0.zip,,ADM0_CODE,ADM0_NAME
ARE,cod-ab-are,OCHA Middle East and North Africa (ROMENA),,Admin1.zip,,"ADM1_CODE, ADM0_CODE","ADM0_NAME, ADM1_NAME"
ARE,cod-ab-are,OCHA Middle East and North Africa (ROMENA),,Capitals,,,
ARE,cod-ab-are,OCHA Middle East and North Africa (ROMENA),,Populated Places,,,
ARG,cod-ab-arg,OCHA Latin America and the Caribbean (ROLAC),,arg_adm_unhcr2017_SHP.zip,,"ADM1_PCODE, ADM0_PCODE","ADM0_ES, ADM1_ES"
ARG,cod-ab-arg,OCHA Latin America and the Caribbean (ROLAC),,arg_adm_unhcr2017_SHP.zip,,,
ARG,cod-ab-arg,OCHA Latin America and the Caribbean (ROLAC),,arg_adm_unhcr2017_SHP.zip,,ADM0_PCODE,ADM0_ES
ARG,cod-ab-arg,OCHA Latin America and the Caribbean (ROLAC),,arg_adm_unhcr2017_SHP.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_ES, ADM2_ES, ADM1_ES"
ARM,cod-ab-arm,OCHA Field Information Services Section (FISS),,arm_adm_2029_SHP.zip,,,
ARM,cod-ab-arm,OCHA Field Information Services Section (FISS),,arm_adm_2029_SHP.zip,,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_RU, ADM1_EN, ADM0_RU"
ARM,cod-ab-arm,OCHA Field Information Services Section (FISS),,arm_adm_2029_SHP.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM2_RU, ADM1_EN, ADM0_RU, ADM2_EN, ADM0_EN, ADM1_RU"
ARM,cod-ab-arm,OCHA Field Information Services Section (FISS),,arm_adm_2029_SHP.zip,,ADM0_PCODE,"ADM0_EN, ADM0_RU"
ATG,cod-ab-atg,OCHA Field Information Services Section (FISS),,atg_adm_2019_SHP.zip,,,
ATG,cod-ab-atg,OCHA Field Information Services Section (FISS),,atg_adm_2019_SHP.zip,,ADM0_PCODE,ADM0_EN
ATG,cod-ab-atg,OCHA Field Information Services Section (FISS),,atg_adm_2019_SHP.zip,,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN"
AZE,cod-ab-aze,OCHA Field Information Services Section (FISS),,aze_adm_2020_SHP.zip,,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN"
AZE,cod-ab-aze,OCHA Field Information Services Section (FISS),,aze_adm_2020_SHP.zip,,ADM0_PCODE,ADM0_EN
AZE,cod-ab-aze,OCHA Field Information Services Section (FISS),,aze_adm_2020_SHP.zip,,,
BDI,cod-ab-bdi,OCHA Field Information Services Section (FISS),,bdi_adm_igebu_ocha_20171103_SHP.zip,,,"admin1Name, admin0Name, admin2Name"
BDI,cod-ab-bdi,OCHA Field Information Services Section (FISS),,bdi_adm_igebu_ocha_20171103_SHP.zip,,,
BDI,cod-ab-bdi,OCHA Field Information Services Section (FISS),,bdi_adm_igebu_ocha_20171103_SHP.zip,,ADM0_PCODE,ADM0_FR
BDI,cod-ab-bdi,OCHA Field Information Services Section (FISS),,bdi_adm_igebu_ocha_20171103_SHP.zip,,,"admin1Name, admin0Name"
BEN,cod-ab-ben,OCHA West and Central Africa (ROWCA),,ben_adm_1m_salb_2019_shapes.zip,,adm0_code,adm0_name
BEN,cod-ab-ben,OCHA West and Central Africa (ROWCA),,ben_adm_1m_salb_2019_shapes.zip,,,"adm1_name, adm0_name"
BEN,cod-ab-ben,OCHA West and Central Africa (ROWCA),,ben_adm_1m_salb_2019_shapes.zip,,,adm0_name
BEN,cod-ab-ben,OCHA West and Central Africa (ROWCA),,ben_adm_1m_salb_2019_shapes.zip,,,"adm1_name, adm0_name, adm2_name"
BES,cod-ab-bes,OCHA Field Information Services Section (FISS),,BES_adm0.zip,,adm0code,NAME_0
BES,cod-ab-bes,OCHA Field Information Services Section (FISS),,bes_adm1.zip,,"adm0code, adm1code","VARNAME_1, NAME_1, NL_NAME_1, NAME_0"
BFA,cod-ab-bfa,OCHA Burkina Faso,,bfa_adm_igb_20200323_SHP.zip,,ADM0_PCODE,ADM0_FR
BFA,cod-ab-bfa,OCHA Burkina Faso,,bfa_adm_igb_20200323_SHP.zip,,,
BFA,cod-ab-bfa,OCHA Burkina Faso,,bfa_adm_igb_20200323_SHP.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_FR, ADM2_FR, ADM1_FR, ADM3_FR"
BFA,cod-ab-bfa,OCHA Burkina Faso,,bfa_adm_igb_20200323_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_FR, ADM2_FR, ADM1_FR"
BFA,cod-ab-bfa,OCHA Burkina Faso,,bfa_adm_igb_20200323_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_FR, ADM1_FR"
BGD,cod-ab-bgd,OCHA Regional Office for Asia and the Pacific (ROAP),,bgd_adm_bbs_20201113_SHP.zip,,"ADM3_PCODE, ADM2_PCODE, ADM0_PCODE, ADM1_PCODE, ADM4_PCODE","ADM4_EN, ADM1_EN, ADM2_EN, ADM0_EN, ADM3_EN"
BGD,cod-ab-bgd,OCHA Regional Office for Asia and the Pacific (ROAP),,bgd_adm_bbs_20201113_SHP.zip,,"ADM3_PCODE, ADM2_PCODE, ADM0_PCODE, ADM1_PCODE, ADM4_PCODE","ADM4_EN, ADM1_EN, ADM2_EN, ADM0_EN, ADM3_EN"
BGD,cod-ab-bgd,OCHA Regional Office for Asia and the Pacific (ROAP),,bgd_adm_bbs_20201113_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
BGD,cod-ab-bgd,OCHA Regional Office for Asia and the Pacific (ROAP),,bgd_adm_bbs_20201113_SHP.zip,,ADM0_PCODE,ADM0_EN
BGD,cod-ab-bgd,OCHA Regional Office for Asia and the Pacific (ROAP),,bgd_adm_bbs_20201113_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
BGD,cod-ab-bgd,OCHA Regional Office for Asia and the Pacific (ROAP),,bgd_adm_bbs_20201113_SHP.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN, ADM3_EN"
BGD,cod-ab-bgd,OCHA Regional Office for Asia and the Pacific (ROAP),,bgd_adm_bbs_20201113_SHP.zip,,,
BGR,cod-ab-bgr,OCHA Field Information Services Section (FISS),,bgr_adm_unicef_20221012_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
BGR,cod-ab-bgr,OCHA Field Information Services Section (FISS),,bgr_adm_unicef_20221012_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
BGR,cod-ab-bgr,OCHA Field Information Services Section (FISS),,bgr_adm_unicef_20221012_SHP.zip,,ADM0_PCODE,ADM0_EN
BGR,cod-ab-bgr,OCHA Field Information Services Section (FISS),,bgr_adm_unicef_20221012_SHP.zip,,,
BGR,cod-ab-bgr,OCHA Field Information Services Section (FISS),,bgr_adm_unicef_20221012_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
BHR,cod-ab-bhr,OCHA Middle East and North Africa (ROMENA),,Admin 0,,ADM0_CODE,ADM0_NAME
BHR,cod-ab-bhr,OCHA Middle East and North Africa (ROMENA),,Admin 1,,"ADM1_CODE, ADM0_CODE","ADM0_NAME, ADM1_NAME"
BHR,cod-ab-bhr,OCHA Middle East and North Africa (ROMENA),,Capitals,,,
BHR,cod-ab-bhr,OCHA Middle East and North Africa (ROMENA),,Populated Places,,,
BHS,cod-ab-bhs,OCHA Field Information Services Section (FISS),,BHS_adm0_gdams_2009.zip,,,
BHS,cod-ab-bhs,OCHA Field Information Services Section (FISS),,BHS_adm1_GDAMS_2009.zip,,,"VARNAME_1, NAME_1, NL_NAME_1, NAME_0"
BLM,cod-ab-blm,OCHA Field Information Services Section (FISS),,BLM_adm0.zip,,,
BLR,cod-ab-blr,OCHA Field Information Services Section (FISS),,blr_adm_unicef_20220727_AB_SHP.zip,,,
BLR,cod-ab-blr,OCHA Field Information Services Section (FISS),,blr_adm_unicef_20220727_AB_SHP.zip,,"ADM0_PCODE, Adm2Code, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
BLR,cod-ab-blr,OCHA Field Information Services Section (FISS),,blr_adm_unicef_20220727_AB_SHP.zip,,ADM0_PCODE,ADM0_EN
BLR,cod-ab-blr,OCHA Field Information Services Section (FISS),,blr_adm_unicef_20220727_AB_SHP.zip,,"ADM0_PCODE, ADM1_PCODE, Adm1Code","ADM0_EN, ADM1_EN"
BLR,cod-ab-blr,OCHA Field Information Services Section (FISS),,blr_adm_unicef_20220727_AB_SHP.zip,,"ADM0_PCODE, Adm2Code, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
BLZ,cod-ab-blz,OCHA Field Information Services Section (FISS),,blz_adm_gadm_20210910_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
BLZ,cod-ab-blz,OCHA Field Information Services Section (FISS),,blz_adm_gadm_20210910_SHP.zip,,ADM0_PCODE,ADM0_EN
BLZ,cod-ab-blz,OCHA Field Information Services Section (FISS),,blz_adm_gadm_20210910_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
BLZ,cod-ab-blz,OCHA Field Information Services Section (FISS),,blz_adm_gadm_20210910_SHP.zip,,,
BMU,cod-ab-bmu,OCHA Field Information Services Section (FISS),,bmu_adm_2019_SHP.zip,,ADM0_PCODE,ADM0_EN
BMU,cod-ab-bmu,OCHA Field Information Services Section (FISS),,bmu_adm_2019_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
BMU,cod-ab-bmu,OCHA Field Information Services Section (FISS),,bmu_adm_2019_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
BMU,cod-ab-bmu,OCHA Field Information Services Section (FISS),,bmu_adm_2019_SHP.zip,,,
BOL,cod-ab-bol,OCHA Latin America and the Caribbean (ROLAC),,bol_adm_gb2014_SHP.zip,,ADM0_PCODE,ADM0_ES
BOL,cod-ab-bol,OCHA Latin America and the Caribbean (ROLAC),,bol_adm_gb2014_SHP.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_ES, ADM2_ES, ADM1_ES, ADM3_ES"
BOL,cod-ab-bol,OCHA Latin America and the Caribbean (ROLAC),,bol_adm_gb2014_SHP.zip,,"ADM1_PCODE, ADM3_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_ES, ADM2_ES, ADM1_ES, ADM3_ES"
BOL,cod-ab-bol,OCHA Latin America and the Caribbean (ROLAC),,bol_adm_gb2014_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_ES, ADM1_ES"
BOL,cod-ab-bol,OCHA Latin America and the Caribbean (ROLAC),,bol_adm_gb2014_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_ES, ADM2_ES, ADM1_ES"
BOL,cod-ab-bol,OCHA Latin America and the Caribbean (ROLAC),,bol_adm_gb2014_SHP.zip,,,
BRA,cod-ab-bra,OCHA Latin America and the Caribbean (ROLAC),,bra_adm_ibge_2020_SHP.zip,,"ADM1_PCODE, ADM0_PCODE",ADM0_EN
BRA,cod-ab-bra,OCHA Latin America and the Caribbean (ROLAC),,bra_adm_ibge_2020_SHP.zip,,ADM0_PCODE,ADM0_EN
BRA,cod-ab-bra,OCHA Latin America and the Caribbean (ROLAC),,bra_adm_ibge_2020_SHP.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE",ADM0_EN
BRA,cod-ab-bra,OCHA Latin America and the Caribbean (ROLAC),,bra_adm_ibge_2020_SHP.zip,,,
BRB,cod-ab-brb,OCHA Field Information Services Section (FISS),,brb_adm_2019_shp.zip,,ADM0_PCODE,ADM0_EN
BRB,cod-ab-brb,OCHA Field Information Services Section (FISS),,brb_adm_2019_shp.zip,,,
BRB,cod-ab-brb,OCHA Field Information Services Section (FISS),,brb_adm_2019_shp.zip,,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN"
BTN,cod-ab-btn,OCHA Regional Office for Asia and the Pacific (ROAP),,btn_admbnda_bnlc_20201026_SHP.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
BTN,cod-ab-btn,OCHA Regional Office for Asia and the Pacific (ROAP),,btn_admbnda_bnlc_20201026_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
BTN,cod-ab-btn,OCHA Regional Office for Asia and the Pacific (ROAP),,btn_admbnda_bnlc_20201026_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
BTN,cod-ab-btn,OCHA Regional Office for Asia and the Pacific (ROAP),,btn_admbnda_bnlc_20201026_SHP.zip,,ADM0_PCODE,ADM0_EN
BTN,cod-ab-btn,OCHA Regional Office for Asia and the Pacific (ROAP),,btn_admbnda_bnlc_20201026_SHP.zip,,,
BWA,cod-ab-bwa,OCHA Field Information Services Section (FISS),,bwa_adm_2011_SHP.zip,,,
BWA,cod-ab-bwa,OCHA Field Information Services Section (FISS),,bwa_adm_2011_SHP.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN, ADM3_EN"
BWA,cod-ab-bwa,OCHA Field Information Services Section (FISS),,bwa_adm_2011_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
BWA,cod-ab-bwa,OCHA Field Information Services Section (FISS),,bwa_adm_2011_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
BWA,cod-ab-bwa,OCHA Field Information Services Section (FISS),,bwa_adm_2011_SHP.zip,,ADM0_PCODE,ADM0_EN
CAF,cod-ab-caf,OCHA Central African Republic,,caf_admbnda_adm0_200k_sigcaf_reach_itos_v2.zip,,,admin0Name
CAF,cod-ab-caf,OCHA Central African Republic,,caf_admbnda_adm1_200k_sigcaf_reach_itos_v2.zip,,,"admin1Name, admin0Name"
CAF,cod-ab-caf,OCHA Central African Republic,,caf_admbnda_adm2_200k_sigcaf_reach_itos_v2.zip,,,"admin1Name, admin0Name, admin2Name"
CAF,cod-ab-caf,OCHA Central African Republic,,caf_admbnda_adm3_200k_sigcaf_reach_itos_v2.zip,,,"admin3Name, admin1Name, admin0Name, admin2Name"
CAF,cod-ab-caf,OCHA Central African Republic,,caf_admbnda_adm4_reach_ocha_v2.zip,,,"admin3Name, admin1Name, admin0Name, admin2Name, admin4Name"
CAF,cod-ab-caf,OCHA Central African Republic,,caf_admbndl_admALL_200k_sigcaf_reach_ocha_itos.zip,,,
CAF,cod-ab-caf,OCHA Central African Republic,,caf_admbndl_admALL_200k_sigcaf_reach_ocha_itos_v2.zip,,,
CHL,cod-ab-chl,OCHA Latin America and the Caribbean (ROLAC),,chl_adm_bcn_20211008_SHP.zip,,ADM0_PCODE,ADM0_ES
CHL,cod-ab-chl,OCHA Latin America and the Caribbean (ROLAC),,chl_adm_bcn_20211008_SHP.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_ES, ADM2_ES, ADM1_ES, ADM3_ES"
CHL,cod-ab-chl,OCHA Latin America and the Caribbean (ROLAC),,chl_adm_bcn_20211008_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_ES, ADM2_ES, ADM1_ES"
CHL,cod-ab-chl,OCHA Latin America and the Caribbean (ROLAC),,chl_adm_bcn_20211008_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_ES, ADM1_ES"
CHL,cod-ab-chl,OCHA Latin America and the Caribbean (ROLAC),,chl_adm_bcn_20211008_SHP.zip,,,
CHL,cod-ab-chl,OCHA Latin America and the Caribbean (ROLAC),,chl_adm_bcn_20211008_SHP.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_ES, ADM2_ES, ADM1_ES, ADM3_ES"
CHN,cod-ab-chn,OCHA Regional Office for Asia and the Pacific (ROAP),,chn_adm_ocha_2020_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
CHN,cod-ab-chn,OCHA Regional Office for Asia and the Pacific (ROAP),,chn_adm_ocha_2020_SHP.zip,,ADM0_PCODE,ADM0_EN
CHN,cod-ab-chn,OCHA Regional Office for Asia and the Pacific (ROAP),,chn_adm_ocha_2020_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
CHN,cod-ab-chn,OCHA Regional Office for Asia and the Pacific (ROAP),,chn_adm_ocha_2020_SHP.zip,,,
CIV,cod-ab-civ,OCHA West and Central Africa (ROWCA),,civ_admbnda_adm0_cntig_20180706.zip,,ADM0_PCODE,ADM0_FR
CIV,cod-ab-civ,OCHA West and Central Africa (ROWCA),,civ_admbnda_adm1_cntig_ocha_itos_20180706.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_FR, ADM1_FR"
CIV,cod-ab-civ,OCHA West and Central Africa (ROWCA),,civ_admbnda_adm2_cntig_ocha_itos_20180706.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_FR, ADM2_FR, ADM1_FR"
CIV,cod-ab-civ,OCHA West and Central Africa (ROWCA),,civ_admbnda_adm3_cntig_ocha_itos_20180706.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_FR, ADM2_FR, ADM1_FR, ADM3_FR"
CIV,cod-ab-civ,OCHA West and Central Africa (ROWCA),,civ_admbndl_admALL_cntig_ocha_itos_20180706.zip,,,
CIV,cod-ab-civ,OCHA West and Central Africa (ROWCA),,civ_admbndp_admALL_cntig_ocha_itos_20180706.zip,,"ADM1_PCODE, ADM3_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_FR, ADM2_FR, ADM3_FR, ADM1_FR"
CMR,cod-ab-cmr,OCHA Cameroon,,cmr_admbnda_inc_20180104_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_FR, ADM0_EN, ADM1_EN, ADM2_EN, ADM2_FR, ADM1_FR"
CMR,cod-ab-cmr,OCHA Cameroon,,cmr_admbnda_inc_20180104_SHP.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_FR, ADM0_EN, ADM1_EN, ADM2_EN, ADM3_FR, ADM2_FR, ADM3_EN, ADM1_FR"
CMR,cod-ab-cmr,OCHA Cameroon,,cmr_admbnda_inc_20180104_SHP.zip,,,
CMR,cod-ab-cmr,OCHA Cameroon,,cmr_admbnda_inc_20180104_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_FR, ADM0_EN, ADM1_EN, ADM1_FR"
CMR,cod-ab-cmr,OCHA Cameroon,,cmr_admbnda_inc_20180104_SHP.zip,,"ADM1_PCODE, ADM3_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_FR, ADM1_EN, ADM2_EN, ADM3_FR, ADM2_FR, ADM0_EN, ADM3_EN, ADM1_FR"
CMR,cod-ab-cmr,OCHA Cameroon,,cmr_admbnda_inc_20180104_SHP.zip,,ADM0_PCODE,"ADM0_FR, ADM0_EN"
COD,cod-ab-cod,OCHA Democratic Republic of the Congo (DRC),,cod_admbnda_rgc_itos_20190911_SHP.zip,,,
COD,cod-ab-cod,OCHA Democratic Republic of the Congo (DRC),,cod_admbnda_rgc_itos_20190911_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_FR, ADM1_FR"
COD,cod-ab-cod,OCHA Democratic Republic of the Congo (DRC),,cod_admbnda_rgc_itos_20190911_SHP.zip,,ADM0_PCODE,ADM0_FR
COD,cod-ab-cod,OCHA Democratic Republic of the Congo (DRC),,cod_admbnda_rgc_itos_20190911_SHP.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_FR, ADM2_FR, ADM1_FR"
COD,cod-ab-cod,OCHA Democratic Republic of the Congo (DRC),,cod_admbnda_rgc_itos_20190911_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_FR, ADM2_FR, ADM1_FR"
COG,cod-ab-cog,OCHA West and Central Africa (ROWCA),,cog_adm_gaul_20190617_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_FR, ADM2_FR, ADM1_FR"
COG,cod-ab-cog,OCHA West and Central Africa (ROWCA),,cog_adm_gaul_20190617_SHP.zip,,ADM0_PCODE,ADM0_FR
COG,cod-ab-cog,OCHA West and Central Africa (ROWCA),,cog_adm_gaul_20190617_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_FR, ADM1_FR"
COL,cod-ab-col,OCHA Latin America and the Caribbean (ROLAC),,COL Administrative Divisions Shapefiles.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_ES, ADM1_ES"
COL,cod-ab-col,OCHA Latin America and the Caribbean (ROLAC),,COL Administrative Divisions Shapefiles.zip,,,
COL,cod-ab-col,OCHA Latin America and the Caribbean (ROLAC),,COL Administrative Divisions Shapefiles.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_ES, ADM2_ES, ADM1_ES"
COL,cod-ab-col,OCHA Latin America and the Caribbean (ROLAC),,COL Administrative Divisions Shapefiles.zip,,ADM0_PCODE,ADM0_ES
COL,cod-ab-col,OCHA Latin America and the Caribbean (ROLAC),,COL Administrative Divisions Shapefiles.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_ES, ADM2_ES, ADM1_ES"
COM,cod-ab-com,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,com_adm_cosep_ocha_20191205_SHP.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN, ADM3_EN"
COM,cod-ab-com,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,com_adm_cosep_ocha_20191205_SHP.zip,,,
COM,cod-ab-com,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,com_adm_cosep_ocha_20191205_SHP.zip,,ADM0_PCODE,ADM0_EN
COM,cod-ab-com,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,com_adm_cosep_ocha_20191205_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
COM,cod-ab-com,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,com_adm_cosep_ocha_20191205_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
COM,cod-ab-com,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,com_adm_cosep_ocha_20191205_SHP.zip,,"ADM1_PCODE, ADM3_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM3_EN, ADM1_EN"
CPV,cod-ab-cpv,OCHA West and Central Africa (ROWCA),,cpv_adm_shp.zip,,,"admin1Name, admin0Name"
CPV,cod-ab-cpv,OCHA West and Central Africa (ROWCA),,cpv_adm_shp.zip,,,
CPV,cod-ab-cpv,OCHA West and Central Africa (ROWCA),,cpv_adm_shp.zip,,,admin0Name
CPV,cod-ab-cpv,OCHA West and Central Africa (ROWCA),,cpv_adm_shp.zip,,,"Admin0Name, Admin2Name, Admin1Name"
CPV,cod-ab-cpv,OCHA West and Central Africa (ROWCA),,cpv_adm_shp.zip,,,
CRI,cod-ab-cri,OCHA Field Information Services Section (FISS),,cri_adm_2021_WGS_84.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_ES, ADM2_ES, ADM1_ES"
CRI,cod-ab-cri,OCHA Field Information Services Section (FISS),,cri_adm_2021_WGS_84.zip,,,
CRI,cod-ab-cri,OCHA Field Information Services Section (FISS),,cri_adm_2021_WGS_84.zip,,"ADM1_PCODE, ADM0_PCODE","ADM0_ES, ADM1_ES"
CRI,cod-ab-cri,OCHA Field Information Services Section (FISS),,cri_adm_2021_WGS_84.zip,,ADM0_PCODE,ADM0_ES
CRI,cod-ab-cri,OCHA Field Information Services Section (FISS),,cri_adm_2021_WGS_84.zip,,"ADM1_PCODE, ADM3_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_ES, ADM2_ES, ADM1_ES, ADM3_ES"
CUB,cod-ab-cub,OCHA Field Information Services Section (FISS),,cub_adma_2019_SHP.zip,,ADM0_PCODE,ADM0_ES
CUB,cod-ab-cub,OCHA Field Information Services Section (FISS),,cub_adma_2019_SHP.zip,,,
