ISO,COD-UID,contributor,error,resource name,file name,pcode headers,name headers
CUB,cod-ab-cub,OCHA Field Information Services Section (FISS),,cub_adma_2019_SHP.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_ES, ADM2_ES, ADM1_ES"
CUB,cod-ab-cub,OCHA Field Information Services Section (FISS),,cub_adma_2019_SHP.zip,,"ADM1_PCODE, ADM0_PCODE",ADM1_ES
CUW,cod-ab-cuw,OCHA Field Information Services Section (FISS),,CUW_adm0.zip,,,
CYM,cod-ab-cym,OCHA Field Information Services Section (FISS),,cym_adm_2020_SHP.zip,,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN"
CYM,cod-ab-cym,OCHA Field Information Services Section (FISS),,cym_adm_2020_SHP.zip,,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN"
CYM,cod-ab-cym,OCHA Field Information Services Section (FISS),,cym_adm_2020_SHP.zip,,ADM0_PCODE,ADM0_EN
CYM,cod-ab-cym,OCHA Field Information Services Section (FISS),,cym_adm_2020_SHP.zip,,,
DJI,cod-ab-dji,OCHA Field Information Services Section (FISS),,dji_adm_gadm_2022_SHP.zip,,ADM0_PCODE,ADM0_EN
DJI,cod-ab-dji,OCHA Field Information Services Section (FISS),,dji_adm_gadm_2022_SHP.zip,,,
DJI,cod-ab-dji,OCHA Field Information Services Section (FISS),,dji_adm_gadm_2022_SHP.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
DJI,cod-ab-dji,OCHA Field Information Services Section (FISS),,dji_adm_gadm_2022_SHP.zip,,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN"
DMA,cod-ab-dma,OCHA Field Information Services Section (FISS),,dma_admn_adm0_py_s1_dominode_v2.zip,,ADM0_PCODE,ADM0_EN
DMA,cod-ab-dma,OCHA Field Information Services Section (FISS),,dma_admn_adm1_py_s1_dominode.zip,,ADM0_PCODE,ADM0_EN
DMA,cod-ab-dma,OCHA Field Information Services Section (FISS),,dma_admbndl_ALL_py_s1_dominode.zip,,,
DOM,cod-ab-dom,OCHA Field Information Services Section (FISS),,dom_admbnda_one_20210629_SHP.zip,,"ADM3_PCODE, ADM2_PCODE, ADM0_PCODE, ADM1_PCODE, ADM4_PCODE","ADM4_ES, ADM1_ES, ADM0_ES, ADM0_EN, ADM2_ES, ADM3_ES"
DOM,cod-ab-dom,OCHA Field Information Services Section (FISS),,dom_admbnda_one_20210629_SHP.zip,,"ADM3_PCODE, ADM2_PCODE, ADM0_PCODE, ADM1_PCODE, ADM4_PCODE","ADM4_ES, ADM1_ES, ADM0_ES, ADM0_EN, ADM2_ES, ADM3_ES"
DOM,cod-ab-dom,OCHA Field Information Services Section (FISS),,dom_admbnda_one_20210629_SHP.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM1_ES, ADM0_ES, ADM0_EN, ADM2_ES, ADM3_ES"
DOM,cod-ab-dom,OCHA Field Information Services Section (FISS),,dom_admbnda_one_20210629_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM0_ES, ADM2_ES, ADM1_ES"
DOM,cod-ab-dom,OCHA Field Information Services Section (FISS),,dom_admbnda_one_20210629_SHP.zip,,,
DOM,cod-ab-dom,OCHA Field Information Services Section (FISS),,dom_admbnda_one_20210629_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM0_ES, ADM1_ES"
DOM,cod-ab-dom,OCHA Field Information Services Section (FISS),,dom_admbnda_one_20210629_SHP.zip,,ADM0_PCODE,"ADM0_EN, ADM0_ES"
DZA,cod-ab-dza,OCHA Middle East and North Africa (ROMENA),,dza_admbnda_unhcr2020_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
DZA,cod-ab-dza,OCHA Middle East and North Africa (ROMENA),,dza_admbnda_unhcr2020_SHP.zip,,ADM0_PCODE,ADM0_EN
DZA,cod-ab-dza,OCHA Middle East and North Africa (ROMENA),,dza_admbnda_unhcr2020_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
DZA,cod-ab-dza,OCHA Middle East and North Africa (ROMENA),,dza_admbnda_unhcr2020_SHP.zip,,,
DZA,cod-ab-dza,OCHA Middle East and North Africa (ROMENA),,dza_admbnda_unhcr2020_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
ECU,cod-ab-ecu,OCHA Latin America and the Caribbean (ROLAC),,ecu_adm_inec_20190724_SHP.zip,,ADM0_PCODE,"ADM0_EN, ADM0_ES"
ECU,cod-ab-ecu,OCHA Latin America and the Caribbean (ROLAC),,ecu_adm_inec_20190724_SHP.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM1_ES, ADM0_ES, ADM0_EN, ADM2_ES, ADM3_ES"
ECU,cod-ab-ecu,OCHA Latin America and the Caribbean (ROLAC),,ecu_adm_inec_20190724_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM0_ES, ADM2_ES, ADM1_ES"
ECU,cod-ab-ecu,OCHA Latin America and the Caribbean (ROLAC),,ecu_adm_inec_20190724_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM0_ES, ADM1_ES"
EGY,cod-ab-egy,OCHA Middle East and North Africa (ROMENA),,egy_admbnda_adm0_capmas_itos_20170421.zip,,ADM0_PCODE,ADM0_EN
EGY,cod-ab-egy,OCHA Middle East and North Africa (ROMENA),,egy_admbnda_adm1_capmas_20170421.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
EGY,cod-ab-egy,OCHA Middle East and North Africa (ROMENA),,egy_admbnda_adm2_capmas_20170421.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
EGY,cod-ab-egy,OCHA Middle East and North Africa (ROMENA),,egy_admbnda_adm3_capmas_20170421.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN, ADM3_EN"
EGY,cod-ab-egy,OCHA Middle East and North Africa (ROMENA),,egy_admbndl_admALL_capmas_itos_20170421.zip,,,
EGY,cod-ab-egy,OCHA Middle East and North Africa (ROMENA),,egy_admbndp_admALL_capmas_itos_20170421.zip,,"ADM1_PCODE, ADM3_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM3_EN, ADM1_EN"
ERI,cod-ab-eri,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,eri_adm_gov_20200427_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
ERI,cod-ab-eri,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,eri_adm_gov_20200427_SHP.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
ERI,cod-ab-eri,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,eri_adm_gov_20200427_SHP.zip,,,
ERI,cod-ab-eri,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,eri_adm_gov_20200427_SHP.zip,,ADM0_PCODE,ADM0_EN
ERI,cod-ab-eri,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,eri_adm_gov_20200427_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
ESH,cod-ab-esh,OCHA Middle East and North Africa (ROMENA),,esh_admbnda_gadm_20210405_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
ESH,cod-ab-esh,OCHA Middle East and North Africa (ROMENA),,esh_admbnda_gadm_20210405_SHP.zip,,,
ESH,cod-ab-esh,OCHA Middle East and North Africa (ROMENA),,esh_admbnda_gadm_20210405_SHP.zip,,ADM0_PCODE,ADM0_EN
ESH,cod-ab-esh,OCHA Middle East and North Africa (ROMENA),,esh_admbnda_gadm_20210405_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
ETH,cod-ab-eth,OCHA Ethiopia,,eth_adm_csa_bofedb_2021_SHP.zip,,ADM0_PCODE,ADM0_EN
ETH,cod-ab-eth,OCHA Ethiopia,,eth_adm_csa_bofedb_2021_SHP.zip,,,
ETH,cod-ab-eth,OCHA Ethiopia,,eth_adm_csa_bofedb_2021_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
ETH,cod-ab-eth,OCHA Ethiopia,,eth_adm_csa_bofedb_2021_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
ETH,cod-ab-eth,OCHA Ethiopia,,eth_adm_csa_bofedb_2021_SHP.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN, ADM3_EN"
ETH,cod-ab-eth,OCHA Ethiopia,,eth_adm_csa_bofedb_2021_SHP.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN, ADM3_EN"
FJI,cod-ab-fji,OCHA Regional Office for Asia and the Pacific (ROAP),,fji_polbnda_adm0_country.zip,,ADM0_PCODE,ADM0_NAME
FJI,cod-ab-fji,OCHA Regional Office for Asia and the Pacific (ROAP),,fji_polbnda_adm3_tikina.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_NAME, ADM3_NAME, ADM2_NAME, ADM1_NAME"
FJI,cod-ab-fji,OCHA Regional Office for Asia and the Pacific (ROAP),,fji_polbnda_adm2_province.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_NAME, ADM2_NAME, ADM1_NAME"
FJI,cod-ab-fji,OCHA Regional Office for Asia and the Pacific (ROAP),,fji_polbnda_adm1_district.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_NAME, ADM1_NAME"
FSM,cod-ab-fsm,OCHA Office of the Pacific Islands,,fsm_admbnda_SHP.zip,,ADM0_PCODE,"adm0Name, ADM0_NAME"
FSM,cod-ab-fsm,OCHA Office of the Pacific Islands,,fsm_admbnda_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM1NAME, ADM2_NAME, ADM0_NAME"
FSM,cod-ab-fsm,OCHA Office of the Pacific Islands,,fsm_admbnda_SHP.zip,,ADM0_PCODE,ADM0_NAME
FSM,cod-ab-fsm,OCHA Office of the Pacific Islands,,fsm_admbnda_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM1NAME, ADM0_NAME"
GAB,cod-ab-gab,OCHA West and Central Africa (ROWCA),,gab_admbndp0_1m_salb.zip,,,
GAB,cod-ab-gab,OCHA West and Central Africa (ROWCA),,gab_admbndp1_1m_salb.zip,,"ADM1_CODE, RowcaCode1",ADM1_NAME
GAB,cod-ab-gab,OCHA West and Central Africa (ROWCA),,gab_admbndp2_1m_salb.shp_.zip,,"ADM1_CODE, RowcaCode2, RowcaCode1, ADM2_CODE","ADM2_NAME, ADM1_NAME"
GEO,cod-ab-geo,OCHA Middle East and North Africa (ROMENA),,geo_adm_geostat_20191018_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
GEO,cod-ab-geo,OCHA Middle East and North Africa (ROMENA),,geo_adm_geostat_20191018_SHP.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
GEO,cod-ab-geo,OCHA Middle East and North Africa (ROMENA),,geo_adm_geostat_20191018_SHP.zip,,,
GEO,cod-ab-geo,OCHA Middle East and North Africa (ROMENA),,geo_adm_geostat_20191018_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
GEO,cod-ab-geo,OCHA Middle East and North Africa (ROMENA),,geo_adm_geostat_20191018_SHP.zip,,ADM0_PCODE,ADM0_EN
GHA,cod-ab-gha,OCHA West and Central Africa (ROWCA),,gha_admbnda_gss_20210308_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
GHA,cod-ab-gha,OCHA West and Central Africa (ROWCA),,gha_admbnda_gss_20210308_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
GHA,cod-ab-gha,OCHA West and Central Africa (ROWCA),,gha_admbnda_gss_20210308_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
GHA,cod-ab-gha,OCHA West and Central Africa (ROWCA),,gha_admbnda_gss_20210308_SHP.zip,,,
GHA,cod-ab-gha,OCHA West and Central Africa (ROWCA),,gha_admbnda_gss_20210308_SHP.zip,,ADM0_PCODE,ADM0_EN
GIN,cod-ab-gin,OCHA West and Central Africa (ROWCA),,gin_admbnda_ocha_FIS.zip,,,admin0Name
GIN,cod-ab-gin,OCHA West and Central Africa (ROWCA),,gin_admbnda_ocha_FIS.zip,,,
GIN,cod-ab-gin,OCHA West and Central Africa (ROWCA),,gin_admbnda_ocha_FIS.zip,,,"admin1Name, admin0Name"
GIN,cod-ab-gin,OCHA West and Central Africa (ROWCA),,gin_admbnda_ocha_FIS.zip,,,"admin3Name, admin1Name, admin0Name, admin2Name"
GIN,cod-ab-gin,OCHA West and Central Africa (ROWCA),,gin_admbnda_ocha_FIS.zip,,,"admin1Name, admin0Name, admin2Name"
GIN,cod-ab-gin,OCHA West and Central Africa (ROWCA),,gin_admbnda_adm4_2021_ocha.zip,,"ADM1_CODE, ADM4_CODE, ADM0_CODE, ADM2_CODE, ADM3_CODE","admin3Name, ADM4_FR, admin1Name, admin0Name, admin2Name"
GLP,cod-ab-glp,OCHA Field Information Services Section (FISS),,glp_adm_2019_SHP.zip,,ADM0_PCODE,ADM0_FR
GLP,cod-ab-glp,OCHA Field Information Services Section (FISS),,glp_adm_2019_SHP.zip,,,
GLP,cod-ab-glp,OCHA Field Information Services Section (FISS),,glp_adm_2019_SHP.zip,,"ADM1_PCODE, ADM0_PCODE","ADM0_FR, ADM1_FR"
GLP,cod-ab-glp,OCHA Field Information Services Section (FISS),,glp_adm_2019_SHP.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_FR, ADM2_FR, ADM1_FR"
GMB,cod-ab-gmb,OCHA Field Information Services Section (FISS),,gmb_adm_ndma_20220901_SHP.zip,,ADM0_PCODE,ADM0_EN
GMB,cod-ab-gmb,OCHA Field Information Services Section (FISS),,gmb_adm_ndma_20220901_SHP.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN, ADM3_EN"
GMB,cod-ab-gmb,OCHA Field Information Services Section (FISS),,gmb_adm_ndma_20220901_SHP.zip,,,
GMB,cod-ab-gmb,OCHA Field Information Services Section (FISS),,gmb_adm_ndma_20220901_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
GMB,cod-ab-gmb,OCHA Field Information Services Section (FISS),,gmb_adm_ndma_20220901_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
GMB,cod-ab-gmb,OCHA Field Information Services Section (FISS),,gmb_adm_ndma_20220901_SHP.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN, ADM3_EN"
GNB,cod-ab-gnb,OCHA Field Information Services Section (FISS),,gnb_admbnda_1m_salb_20210609_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
GNB,cod-ab-gnb,OCHA Field Information Services Section (FISS),,gnb_admbnda_1m_salb_20210609_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
GNB,cod-ab-gnb,OCHA Field Information Services Section (FISS),,gnb_admbnda_1m_salb_20210609_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
GNB,cod-ab-gnb,OCHA Field Information Services Section (FISS),,gnb_admbnda_1m_salb_20210609_SHP.zip,,ADM0_PCODE,ADM0_EN
GNB,cod-ab-gnb,OCHA Field Information Services Section (FISS),,gnb_admbnda_1m_salb_20210609_SHP.zip,,,
GNB,cod-ab-gnb,OCHA Field Information Services Section (FISS),,gnb_adm_1m_salb_20210609_em_SHP.zip,,ADM0_PCODE,ADM0_EN
GNB,cod-ab-gnb,OCHA Field Information Services Section (FISS),,gnb_adm_1m_salb_20210609_em_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
GNB,cod-ab-gnb,OCHA Field Information Services Section (FISS),,gnb_adm_1m_salb_20210609_em_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
GNB,cod-ab-gnb,OCHA Field Information Services Section (FISS),,gnb_adm_1m_salb_20210609_em_SHP.zip,,,
GNQ,cod-ab-gnq,OCHA West and Central Africa (ROWCA),,gnq_admbnda_gadm_20210715_SHP.zip,,,
GNQ,cod-ab-gnq,OCHA West and Central Africa (ROWCA),,gnq_admbnda_gadm_20210715_SHP.zip,,ADM0_PCODE,ADM0_EN
GNQ,cod-ab-gnq,OCHA West and Central Africa (ROWCA),,gnq_admbnda_gadm_20210715_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
GNQ,cod-ab-gnq,OCHA West and Central Africa (ROWCA),,gnq_admbnda_gadm_20210715_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
GNQ,cod-ab-gnq,OCHA West and Central Africa (ROWCA),,gnq_admbnda_gadm_20210715_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
GRC,cod-ab-grc,Regional IM Working Group - Europe,,GR_bsm_admn_adm_py_EuroGeoGraphics_2015_pp.zip,,,
GRC,cod-ab-grc,Regional IM Working Group - Europe,,GR_bsm_admn_adm_py_EuroGeoGraphics_2015_pp.zip,,,
GRC,cod-ab-grc,Regional IM Working Group - Europe,,GR_bsm_admn_adm_py_EuroGeoGraphics_2015_pp.zip,,,
GRC,cod-ab-grc,Regional IM Working Group - Europe,,GR_bsm_admn_adm_py_EuroGeoGraphics_2015_pp.zip,,,
GRD,cod-ab-grd,OCHA Field Information Services Section (FISS),,GRD_adm0.zip,,,
GRD,cod-ab-grd,OCHA Field Information Services Section (FISS),,GRD_adm1.zip,,,"VARNAME_1, NAME_1, NL_NAME_1, NAME_0"
GRD,cod-ab-grd,OCHA Field Information Services Section (FISS),,grd_admbndl_ALL.zip,,,
GTM,cod-ab-gtm,OCHA Field Information Services Section (FISS),,gtm_adm_ocha_conred_2019_SHP.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_ES, ADM2_ES, ADM1_ES"
GTM,cod-ab-gtm,OCHA Field Information Services Section (FISS),,gtm_adm_ocha_conred_2019_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_ES, ADM1_ES"
GTM,cod-ab-gtm,OCHA Field Information Services Section (FISS),,gtm_adm_ocha_conred_2019_SHP.zip,,ADM0_PCODE,ADM0_ES
GTM,cod-ab-gtm,OCHA Field Information Services Section (FISS),,gtm_adm_ocha_conred_2019_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_ES, ADM2_ES, ADM1_ES"
GTM,cod-ab-gtm,OCHA Field Information Services Section (FISS),,gtm_adm_ocha_conred_2019_SHP.zip,,,
GUF,cod-ab-guf,OCHA Field Information Services Section (FISS),,guf_adm_ign_SHP.zip,,ADM0_PCODE,"ADM0_FR, ADM0_EN"
GUF,cod-ab-guf,OCHA Field Information Services Section (FISS),,guf_adm_ign_SHP.zip,,"ADM1_PCODE, ADM0_PCODE","ADM0_FR, ADM0_EN, ADM1_FR"
GUF,cod-ab-guf,OCHA Field Information Services Section (FISS),,guf_adm_ign_SHP.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_FR, ADM0_EN, ADM2_FR, ADM1_FR"
GUF,cod-ab-guf,OCHA Field Information Services Section (FISS),,guf_adm_ign_SHP.zip,,,
GUY,cod-ab-guy,OCHA Field Information Services Section (FISS),,guy_admbnd_2021_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
GUY,cod-ab-guy,OCHA Field Information Services Section (FISS),,guy_admbnd_2021_SHP.zip,,ADM0_PCODE,ADM0_EN
GUY,cod-ab-guy,OCHA Field Information Services Section (FISS),,guy_admbnd_2021_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
GUY,cod-ab-guy,OCHA Field Information Services Section (FISS),,guy_admbnd_2021_SHP.zip,,,
HND,cod-ab-hnd,OCHA Latin America and the Caribbean (ROLAC),,hnd_adm_sinit_20161005_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_ES, ADM2_ES, ADM1_ES"
HND,cod-ab-hnd,OCHA Latin America and the Caribbean (ROLAC),,hnd_adm_sinit_20161005_SHP.zip,,ADM0_PCODE,ADM0_ES
HND,cod-ab-hnd,OCHA Latin America and the Caribbean (ROLAC),,hnd_adm_sinit_20161005_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_ES, ADM1_ES"
HND,cod-ab-hnd,OCHA Latin America and the Caribbean (ROLAC),,hnd_pplp_sinit_20160125.zip,,,"admin1Name, admin0Name, admin2Name"
HND,cod-ab-hnd,OCHA Latin America and the Caribbean (ROLAC),,hnd_admbnda_adm3_sinit_20161005.zip,,,"admin3Name, admin1Name, admin0Name, admin2Name"
HTI,cod-ab-hti,OCHA Haiti,,hti_adm_cnigs_20181129.zip,,"ADM1_PCODE, ADM3_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_FR, ADM1_EN, ADM2_EN, ADM3_FR, ADM2_FR, ADM0_EN, ADM3_EN, ADM1_FR"
HTI,cod-ab-hti,OCHA Haiti,,hti_adm_cnigs_20181129.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_FR, ADM0_EN, ADM1_EN, ADM1_FR"
HTI,cod-ab-hti,OCHA Haiti,,hti_adm_cnigs_20181129.zip,,,
HTI,cod-ab-hti,OCHA Haiti,,hti_adm_cnigs_20181129.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_FR, ADM0_EN, ADM1_EN, ADM2_EN, ADM3_FR, ADM2_FR, ADM3_EN, ADM1_FR"
HTI,cod-ab-hti,OCHA Haiti,,hti_adm_cnigs_20181129.zip,,ADM0_PCODE,"ADM0_FR, ADM0_EN"
HTI,cod-ab-hti,OCHA Haiti,,hti_adm_cnigs_20181129.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_FR, ADM0_EN, ADM1_EN, ADM2_EN, ADM2_FR, ADM1_FR"
HUN,cod-ab-hun,OCHA Field Information Services Section (FISS),,hun_admbnda_osm_20220720_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE",ADM0_EN
HUN,cod-ab-hun,OCHA Field Information Services Section (FISS),,hun_admbnda_osm_20220720_SHP.zip,,,
HUN,cod-ab-hun,OCHA Field Information Services Section (FISS),,hun_admbnda_osm_20220720_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE",ADM0_EN
HUN,cod-ab-hun,OCHA Field Information Services Section (FISS),,hun_admbnda_osm_20220720_SHP.zip,,ADM0_PCODE,ADM0_EN
HUN,cod-ab-hun,OCHA Field Information Services Section (FISS),,hun_admbnda_osm_20220720_SHP.zip,,"ADM0_PCODE, ADM1_PCODE",ADM0_EN
IDN,cod-ab-idn,OCHA Regional Office for Asia and the Pacific (ROAP),,idn_adm_bps_20200401_SHP.zip,,ADM0_PCODE,ADM0_EN
IDN,cod-ab-idn,OCHA Regional Office for Asia and the Pacific (ROAP),,idn_adm_bps_20200401_SHP.zip,,"ADM3_PCODE, ADM2_PCODE, ADM0_PCODE, ADM1_PCODE, ADM4_PCODE","ADM4_EN, ADM1_EN, ADM2_EN, ADM0_EN, ADM3_EN"
IDN,cod-ab-idn,OCHA Regional Office for Asia and the Pacific (ROAP),,idn_adm_bps_20200401_SHP.zip,,"ADM3_PCODE, ADM2_PCODE, ADM0_PCODE, ADM1_PCODE, ADM4_PCODE","ADM4_EN, ADM1_EN, ADM2_EN, ADM0_EN, ADM3_EN"
IDN,cod-ab-idn,OCHA Regional Office for Asia and the Pacific (ROAP),,idn_adm_bps_20200401_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
IDN,cod-ab-idn,OCHA Regional Office for Asia and the Pacific (ROAP),,idn_adm_bps_20200401_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
IDN,cod-ab-idn,OCHA Regional Office for Asia and the Pacific (ROAP),,idn_adm_bps_20200401_SHP.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN, ADM3_EN"
IDN,cod-ab-idn,OCHA Regional Office for Asia and the Pacific (ROAP),,idn_adm_bps_20200401_SHP.zip,,,
IDN,cod-ab-idn,OCHA Regional Office for Asia and the Pacific (ROAP),,idn_adm_bps_adm4_20200401_SHP.zip,,"ADM3_PCODE, ADM2_PCODE, ADM0_PCODE, ADM1_PCODE, ADM4_PCODE","ADM4_EN, ADM1_EN, ADM2_EN, ADM0_EN, ADM3_EN"
IDN,cod-ab-idn,OCHA Regional Office for Asia and the Pacific (ROAP),,idn_adm_bps_adm4_20200401_SHP.zip,,"ADM3_PCODE, ADM2_PCODE, ADM0_PCODE, ADM1_PCODE, ADM4_PCODE","ADM4_EN, ADM1_EN, ADM2_EN, ADM0_EN, ADM3_EN"
IDN,cod-ab-idn,OCHA Regional Office for Asia and the Pacific (ROAP),,idn_adm_bps_adm4_20200401_SHP.zip,,"ADM3_PCODE, ADM2_PCODE, ADM0_PCODE, ADM1_PCODE, ADM4_PCODE","ADM4_EN, ADM1_EN, ADM2_EN, ADM0_EN, ADM3_EN"
IDN,cod-ab-idn,OCHA Regional Office for Asia and the Pacific (ROAP),,idn_adm_bps_adm4_20200401_SHP.zip,,"ADM3_PCODE, ADM2_PCODE, ADM0_PCODE, ADM1_PCODE, ADM4_PCODE","ADM4_EN, ADM1_EN, ADM2_EN, ADM0_EN, ADM3_EN"
IDN,cod-ab-idn,OCHA Regional Office for Asia and the Pacific (ROAP),,idn_adm_bps_adm4_20200401_SHP.zip,,"ADM3_PCODE, ADM2_PCODE, ADM0_PCODE, ADM1_PCODE, ADM4_PCODE","ADM4_EN, ADM1_EN, ADM2_EN, ADM0_EN, ADM3_EN"
